公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,年月,上市別
2616,山隆,-,12.84,1461375,17.97,1397829,1649133,16.68,9079143,10594261,110/07,TSE
6505,台塑化,本月營收較去年同期增加50%以上，主係成品油及石化產品價格較去年同期上揚，致營業額增加。,18.31,45492052,60.5,33532841,53822091,31.11,250993728,329094402,110/07,TSE
8926,台汽電,子公司星能(股)依工程進度認列收入較去年同期減少。,-13.4,289639,-67.54,772754,250799,-36.63,5683699,3601225,110/07,TSE
9908,大台北,-,-9.75,226103,-17.31,246764,204044,-15.7,2223855,1874707,110/07,TSE
9918,欣天然,-,-10.74,116828,-6.55,111592,104273,-15.3,1335466,1131018,110/07,TSE
9926,新海,-,0.41,154153,7.62,143816,154786,-7.19,1383406,1283819,110/07,TSE
9931,欣高,-,-9.71,89622,-1.68,82300,80917,-8.25,771594,707902,110/07,TSE
9937,全國,-,18.03,1379863,-0.44,1635903,1628658,9.48,10419920,11407926,110/07,TSE
1316,上曜,本月係新增合併子公司信立公司營收。,178.53,29269,76.41,46213,81525,-39.8,901222,542484,110/07,TSE
1436,華友聯,累計營收增加，係累計交屋數增加所致,-23.4,488356,-5.3,395003,374053,107.81,1065772,2214844,110/07,TSE
1438,三地開發,"110年累計銷售商品及土地442仟元,109年累計銷售商品及土地98,422仟元,故營收變化大。",133.33,6,,0,14,-99.55,98422,442,110/07,TSE
1442,名軒,本月認收143戶，去年同期認收118戶；本年累計認收270戶，去年累計認收172戶，故兩期差異大。,133.55,591123,65.01,836684,1380621,106.98,1324553,2741645,110/07,TSE
1453,大將,"本年營收較去年減少,係因去年出售營建土地及待售房地金額較大所致",0.0,38,-99.97,172376,38,-92.58,218611,16210,110/07,TSE
1456,怡華,本月認列建設收入較去年本月增加所致,133.13,184154,874.19,44070,429328,530.7,288302,1818322,110/07,TSE
1805,寶徠,本月營收較高主要係子公司認列收入，去年累計營收較高係認列康橋旭案收入較本期為高所致。,24.28,6239,50.76,5143,7754,-43.27,126602,71817,110/07,TSE
1808,潤隆,營收變動主要係本月及本期累計房地出售收入皆較去年同期增加所致。,28.59,878578,85.95,607537,1129769,146.19,2678640,6594806,110/07,TSE
2501,國建,本月交屋入帳較少,10.84,395182,-52.92,930579,438048,14.31,3849254,4400296,110/07,TSE
2504,國產,-,6.94,1599786,11.59,1533003,1710816,22.52,10029680,12288863,110/07,TSE
2505,國揚,"本年度營建收入4,264,662仟元，租賃收入10,398仟元。",-52.34,281514,21.25,110638,134158,-58.74,10363317,4275060,110/07,TSE
2506,太設,去年當月交屋數較多，本年建案累積交屋較去年同期多,79.42,19802,-80.36,180904,35529,142.11,538338,1303377,110/07,TSE
2509,全坤建,-,60.64,35402,-26.86,77756,56870,24.69,495347,617679,110/07,TSE
2511,太子,-,6.22,762786,-16.71,972913,810251,17.17,5731670,6716325,110/07,TSE
2515,中工,-,0.67,1224084,16.46,1058133,1232352,22.27,7327136,8959462,110/07,TSE
2516,新建,-,17.18,654466,-6.23,817949,766920,29.8,3369517,4373779,110/07,TSE
2520,冠德,110年1-7月營業收入較去(109)年同期增加達50%以上，主係建設部門103B完工交屋所致。,-67.28,7064591,41.29,1635701,2311124,55.74,10703012,16669384,110/07,TSE
2524,京城,-,-48.92,916026,-15.85,556030,467893,-13.16,4578869,3976171,110/07,TSE
2527,宏璟,"本月及本年累計營收較去年高,主要係因本月有大型工案銷售認列收入所致",997.68,246749,1090.47,227515,2708515,311.97,1348847,5556975,110/07,TSE
2528,皇普,"主係110年7月皇普文苑案認列127,000仟元、出售容積移轉土地認列9,473仟元及認列租賃收入21仟元所致。",101.88,67609,649871.42,21,136494,807595.23,147,1187312,110/07,TSE
2530,華建,-,3.37,592,-14.64,717,612,-1.24,4974,4912,110/07,TSE
2534,宏盛,無異常，本月因有個案銷售列收入及租賃收入,-16.79,393907,295.7,82830,327765,87.42,1083766,2031286,110/07,TSE
2535,達欣工,-,1.73,1147408,18.17,987748,1167274,-2.23,8379347,8191786,110/07,TSE
2536,宏普,"今年本期餘屋銷售交屋量較去年同期減少,因此營收較少",4.12,14098,-90.81,159751,14679,-89.18,2227071,240893,110/07,TSE
2537,聯上發,本月營收較去年增加，係認列雙北市房地出售收入所致。,375.31,199289,2063.6,43781,947250,-21.13,1458252,1150070,110/07,TSE
2538,基泰,-,10.43,16410,43.15,12659,18122,2.99,148126,152566,110/07,TSE
2539,櫻花建,無異常。本月僅有租賃收入，無建案交屋入帳，致本期營收較去年同期減少。,-63.87,526,-99.97,698940,190,-92.17,2137397,167268,110/07,TSE
2540,愛山林,-,2.61,351153,-10.97,404760,360344,30.49,2013269,2627137,110/07,TSE
2542,興富發,本期較去年增加，主要係本期認列「光武段」、「白崙段」及「永翠段」等建案完工並完成產權移轉所致。,-59.85,8452172,167.23,1269802,3393299,144.99,11284918,27647562,110/07,TSE
2543,皇昌,-,9.38,679210,45.16,511797,742951,28.29,3311186,4247921,110/07,TSE
2545,皇翔,-,-15.9,480417,11.96,360848,404020,41.55,2522901,3571239,110/07,TSE
2546,根基,-,-31.86,911153,-49.42,1227473,620795,-27.84,8035326,5797573,110/07,TSE
2547,日勝生,本月較去年同月減少，主係去年同月建案交屋增加所致。,-30.42,403861,-63.76,775532,280984,-28.47,3540495,2532292,110/07,TSE
2548,華固,本公司截至7月底累計營收較去年同期減少，係因本期認列交屋金額較低所致。,126.19,224975,-7.6,550763,508886,-59.88,8387671,3364965,110/07,TSE
2597,潤弘,主係業務正於大量施工階段，以致營收較去年同期增加。,-7.47,1777843,49.35,1101351,1644890,74.21,6771313,11796535,110/07,TSE
3052,夆典,主係本期營建收入較去年減少,-63.65,693304,-59.5,622246,251955,-23.3,3058290,2345468,110/07,TSE
3056,總太,本月營收減少係去年子公司工程完工入帳；本年營收增加係因個案總太2020完工交屋所致。,8.15,7589,-71.26,28564,8208,120.06,1636500,3601417,110/07,TSE
3266,昇陽,-,342.52,88985,-18.41,482655,393782,-43.99,1423233,797035,110/07,TSE
3703,欣陸,-,-1.51,1623667,-19.58,1988462,1599063,23.95,10926475,13543761,110/07,TSE
5515,建國,去年營收已排除停業單位營收,-17.07,470414,-34.7,597478,390107,-21.49,3844334,3017992,110/07,TSE
5519,隆大,本年累計增加主要係自建案J49案完工過戶認列房地銷售收入較多所致。,-62.2,158139,-49.3,117888,59764,80.57,1093378,1974367,110/07,TSE
5521,工信,本月營收增加主因去年同期新工程於準備期收入較少，本月工程收入回歸正常。累計營收減少因去年子公司出售土地認列收入所致。,-25.08,345084,106.47,125205,258517,-72.36,5982651,1653427,110/07,TSE
5522,遠雄,-,31.77,1771356,4.42,2235271,2334201,-8.7,12440270,11357125,110/07,TSE
5525,順天,本月份母公司主要營收為租賃收入,44.58,27817,-25.46,53958,40220,-51.4,647014,314436,110/07,TSE
5531,鄉林,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。,-51.58,227506,-59.47,271794,110151,-32.04,1496361,1016841,110/07,TSE
5533,皇鼎,本月營收較去年同期減少達50%以上，係兩期個案營收組成因子不同。,-88.22,363343,-83.91,266068,42785,-13.47,1926409,1666792,110/07,TSE
5534,長虹,本月較去年同期減少，係因「天際」個案減少完成產權移轉予客戶認列收入所致。,444.96,17473,-74.92,379793,95221,-72.77,3962877,1079024,110/07,TSE
6177,達麗,本期較去年同期增加，主要差異係本月有新完工個案過戶所致。,-46.93,992520,497.63,88128,526688,76.23,1807159,3184862,110/07,TSE
9906,欣巴巴,兩期本月增減百分比差異大，係因今年度銷售個案本月尚未入帳。,-7.69,13,-99.86,9184,12,-14.09,47141,40496,110/07,TSE
9946,三發地產,"本年累計營收較去年累計減少約24,359萬，係因本年累計過戶交屋戶數較去年減少。",175.07,120322,351.42,73318,330979,-23.75,1025297,781709,110/07,TSE
2208,台船,-,1.39,1666583,-24.84,2248381,1689752,-24.06,14644068,11120636,110/07,TSE
2603,長榮,整體運價上漲，導致收入增加。,21.62,37720908,168.52,17085764,45879182,125.74,104453828,235798715,110/07,TSE
2605,新興,-,-19.02,442049,-6.93,384595,357929,-17.55,2608997,2151107,110/07,TSE
2606,裕民,"110年度7月份波羅的海指數較去年同期增加95.22%,致營業收入增加。",17.41,1179510,66.79,830313,1384918,67.13,4319313,7218967,110/07,TSE
2607,榮運,-,5.79,564210,1.75,586638,596925,-1.37,4079467,4023389,110/07,TSE
2608,嘉里大榮,-,1.78,1099538,3.03,1086163,1119155,6.43,6956385,7403820,110/07,TSE
2609,陽明,整體運價上漲，致營收增加。,6.93,27536541,140.33,12252479,29447429,109.8,78644943,164999550,110/07,TSE
2610,華航,-,12.78,9210523,20.33,8632737,10388342,-0.18,67529906,67406003,110/07,TSE
2611,志信,-,18.74,54380,32.0,48917,64574,16.89,344053,402168,110/07,TSE
2612,中航,-,7.32,279885,11.36,269745,300398,3.99,1824458,1897279,110/07,TSE
2613,中櫃,-,-2.19,253158,0.03,247525,247604,8.11,1608311,1738869,110/07,TSE
2615,萬海,運價上漲及貨量增加,13.37,17905245,234.07,6076533,20300252,165.03,40347123,106933467,110/07,TSE
2617,台航,-,10.59,265263,29.17,227108,293374,22.33,1436660,1757547,110/07,TSE
2618,長榮航,-,7.95,7705869,34.34,6191888,8318797,-6.37,55713918,52160565,110/07,TSE
2630,亞航,-,-13.6,347498,-19.36,372350,300238,-4.14,2312382,2216630,110/07,TSE
2633,台灣高鐵,受疫情影響，運量減少所致。,109.4,401290,-75.02,3364502,840306,-18.28,20570083,16809389,110/07,TSE
2634,漢翔,-,-5.38,2135985,35.85,1487542,2020957,8.79,11623340,12645169,110/07,TSE
2636,台驊投控,貨量與運價雙漲,6.95,3148014,176.04,1219738,3366984,124.71,7622928,17129701,110/07,TSE
2642,宅配通,-,-10.07,425079,17.8,324454,382238,12.7,2274662,2563600,110/07,TSE
5607,遠雄港,-,4.12,198797,25.18,165353,206991,25.28,1053059,1319298,110/07,TSE
5608,四維航,因整體運價上漲，致營收增加。,12.52,434943,108.14,235121,489399,69.42,1478920,2505650,110/07,TSE
8367,建新國際,業務量成長,5.03,226532,55.87,152642,237935,15.95,1113318,1290924,110/07,TSE
2701,萬企,-,-2.37,13981,-36.09,21358,13649,0.85,141612,142816,110/07,TSE
2702,華園,無,27.11,73249,55.4,59912,93109,0.74,441753,445030,110/07,TSE
2704,國賓,本月及本年累計較去年同期減少，主要係受新冠肺炎疫情持續嚴峻影響，致使客房收入及餐飲收入大幅減少。,18.13,35728,-74.37,164693,42207,-17.3,1050383,868644,110/07,TSE
2705,六福,受Covid-19影響，整體營收較去年減少50%以上，本公司將持續關注事件發展,110.37,14316,-87.33,237876,30118,-29.88,782547,548693,110/07,TSE
2706,第一店,-,-12.17,14483,-31.43,18553,12720,-3.02,144863,140482,110/07,TSE
2707,晶華,-,26.19,212600,-42.76,468736,268297,-0.15,2846056,2841615,110/07,TSE
2712,遠雄來,本月營收較去年同期減少91.67%，主係疫情所致,198.07,2076,-91.66,74280,6188,-26.49,270791,199053,110/07,TSE
2722,夏都,因疫情三級警戒，致使營收減少。,205.86,3102,-90.48,99691,9488,-25.53,379544,282635,110/07,TSE
2727,王品,-,18.77,873997,-25.43,1392177,1038113,20.29,7828490,9417371,110/07,TSE
2731,雄獅,因新型冠狀病毒肺炎疫情影響團體旅遊,341.3,13717,-69.51,198588,60534,-79.79,4930556,996383,110/07,TSE
2739,寒舍,主要係受新型冠狀病毒肺炎疫情影響所致。,26.66,56824,-70.15,241124,71974,-8.39,1427788,1307971,110/07,TSE
2748,雲品,配合防疫政策自主性休館,34.36,28524,-74.54,150560,38326,-13.83,892589,769062,110/07,TSE
2753,八方雲集,-,8.3,449748,8.73,447980,487091,16.27,2882719,3351959,110/07,TSE
5706,鳳凰,本月營收較去年同期增加主要係因關島旅遊產品銷售成長；本年累計營收較去年同期減少，主要係因新型肺炎疫情影響國外團體旅遊。,641.13,3209,122.47,10690,23783,-83.05,418110,70869,110/07,TSE
8462,柏文,因應疫情警戒標準提升至三級，本公司配合政府防疫措施，全國據點於7/1至7/12暫停營業，並自7/13起陸續恢復營業。,8384.68,640,-83.32,325564,54302,-28.91,2032423,1444699,110/07,TSE
8940,新天地,本月較去年同期減少係因新冠肺炎疫情嚴重影響，以致於收入減少。,219.58,3171,-82.31,57306,10134,-17.34,479320,396190,110/07,TSE
9943,好樂迪,配合防疫政策5/15起暫停營業,-53.18,9311,-98.17,238631,4359,-33.58,1592197,1057460,110/07,TSE
2801,彰銀,-,4.89,2563747,9.73,2450596,2689202,-2.14,16938471,16574562,110/07,TSE
2809,京城銀,-,-21.32,1092929,-21.48,1095140,859842,43.09,4531392,6484412,110/07,TSE
2812,台中銀,-,-5.45,1151247,-2.09,1111747,1088417,17.23,6506565,7627886,110/07,TSE
2816,旺旺保,-,-10.03,770525,-18.09,846365,693174,8.13,4728429,5113290,110/07,TSE
2820,華票,-,16.86,236145,7.8,255993,275963,23.86,1430626,1772020,110/07,TSE
2832,台產,-,6.41,693415,37.52,536566,737931,38.61,3152292,4369510,110/07,TSE
2834,臺企銀,-,5.77,2013942,3.73,2053551,2130234,7.52,12698269,13653861,110/07,TSE
2836,高雄銀,-,3.27,320998,8.71,304937,331499,9.33,2202324,2407925,110/07,TSE
2838,聯邦銀,-,-10.67,1624243,-4.09,1512757,1450805,15.53,8252718,9534623,110/07,TSE
2845,遠東銀,-,0.72,957057,-9.61,1066604,964022,-2.54,6707237,6536336,110/07,TSE
2849,安泰銀,-,-4.12,517737,9.82,451966,496366,-1.65,3494672,3436912,110/07,TSE
2850,新產,-,2.56,1554085,1.53,1569832,1593899,14.44,9294960,10637861,110/07,TSE
2851,中再保,-,-22.27,2041449,-3.18,1638838,1586643,17.99,10418977,12293356,110/07,TSE
2852,第一保,-,11.41,540702,10.87,543310,602407,12.93,3301956,3728966,110/07,TSE
2855,統一證,本月營收較去年同期減少62.80%，主係今年七月市況不佳。,-55.72,1807471,-62.8,2151710,800347,46.67,5376727,7886495,110/07,TSE
2867,三商壽,-,-21.33,13236483,-31.57,15218302,10412727,-3.88,90855769,87328328,110/07,TSE
2880,華南金,-,-1.4,4765172,16.98,4016265,4698231,43.09,20958908,29990323,110/07,TSE
2881,富邦金,-,1.86,42727373,-26.1,58897045,43523445,3.04,303569829,312814579,110/07,TSE
2882,國泰金,-,-18.05,59171488,-19.91,60545382,48488824,3.27,381712740,394195440,110/07,TSE
2883,開發金,因保險業務淨收益減少，致本公司本月營業收入淨額較去年同期減少。,-42.22,19564377,-58.33,27131383,11303772,-16.47,132195163,110412394,110/07,TSE
2884,玉山金,-,18.18,4728191,10.08,5076137,5588087,-1.19,34017246,33610437,110/07,TSE
2885,元大金,-,-16.69,12320604,-15.38,12130778,10264017,22.89,63615783,78179145,110/07,TSE
2886,兆豐金,-,-3.18,5533008,-12.8,6143597,5356742,-4.91,36390719,34601459,110/07,TSE
2887,台新金,本月新增人壽子公司,-26.91,8641213,52.73,4135030,6315799,33.14,25827791,34388001,110/07,TSE
2888,新光金,-,-16.53,30487032,-31.83,37328245,25444945,-25.01,187749187,140776378,110/07,TSE
2889,國票金,-,-5.93,1098878,2.08,1012524,1033671,33.48,4756282,6348953,110/07,TSE
2890,永豐金,-,12.91,4117704,11.95,4153212,4649607,21.13,22723671,27526301,110/07,TSE
2891,中信金,-,8.19,14359880,-28.02,21587335,15537158,-23.48,132162550,101121946,110/07,TSE
2892,第一金,-,3.8,5120615,-1.65,5404883,5315527,9.55,33448498,36645826,110/07,TSE
2897,王道銀行,-,3.92,804937,6.93,782295,836558,18.47,4658353,5519086,110/07,TSE
5876,上海商銀,-,12.96,3347963,-4.28,3951240,3781937,1.37,22837698,23150827,110/07,TSE
5880,合庫金,-,18.86,4525083,-3.64,5582275,5378780,6.73,29763403,31768493,110/07,TSE
6005,群益證,係經紀及自營收入較去年增加所致,2.14,1433766,15.39,1269198,1464586,71.4,4727310,8102657,110/07,TSE
6024,群益期,-,9.66,217245,-2.42,244162,238238,6.47,1442394,1535826,110/07,TSE
1432,大魯閣,因新型冠狀病毒肺炎疫情影響,74.78,15449,-74.99,107979,27002,-42.96,693647,395655,110/07,TSE
2601,益航,-,-8.0,530837,-23.85,641312,488347,20.75,3259280,3935647,110/07,TSE
2901,欣欣,-,25.17,3841,-44.36,8642,4808,-22.0,61545,48004,110/07,TSE
2903,遠百,-,19.24,1649945,-26.36,2671929,1967397,-4.47,19255094,18392921,110/07,TSE
2905,三商,-,-11.25,12391448,-38.18,17791414,10997098,-2.55,117023112,114030476,110/07,TSE
2906,高林,-,-15.32,707426,6.39,563008,598991,19.06,3734641,4446497,110/07,TSE
2908,特力,-,-0.18,3623336,5.76,3419616,3616618,8.64,23386990,25408248,110/07,TSE
2910,統領,-,13.69,24368,-40.76,46769,27704,17.65,274204,322619,110/07,TSE
2911,麗嬰房,-,16.42,188045,-24.88,291456,218928,-7.99,2106782,1938251,110/07,TSE
2912,統一超,-,8.05,20321411,-4.78,23060586,21957391,2.03,147602864,150603988,110/07,TSE
2913,農林,-,195.68,12555,35.02,27494,37123,22.13,168984,206387,110/07,TSE
2915,潤泰全,-,-9.02,224227,1.35,201260,203983,-11.49,1748250,1547326,110/07,TSE
2945,三商家購,-,-1.71,1339660,11.31,1182834,1316697,9.29,7666899,8379419,110/07,TSE
8443,阿瘦,-,21.76,48703,-45.49,108790,59301,-21.41,734835,577452,110/07,TSE
8454,富邦媒,-,-13.84,8326167,39.57,5139283,7173226,32.46,36079094,47792717,110/07,TSE
1342,八貫,-,4.47,179870,49.85,125398,187911,27.97,848071,1085284,110/07,TSE
1416,廣豐,-,-2.67,20265,24.86,15795,19722,16.78,128103,149599,110/07,TSE
1435,中福,-,22.28,1068,2.43,1275,1306,-5.9,8842,8320,110/07,TSE
1437,勤益控,"本月份認列股利收入29,388仟元，致本月營業收入較去年同期增加92.79%。",59.9,49178,92.79,40790,78640,18.45,340722,403607,110/07,TSE
1443,立益物流,營收增加50%以上主要係子公司集松實業(股)營收增加,43.32,45266,57.1,41296,64877,23.08,307751,378801,110/07,TSE
1516,川飛,本月營收較去年同月營收增加係因煤礦價格上漲及客戶採購量增加所致,9.79,122211,104.79,65520,134181,52.05,505376,768451,110/07,TSE
2062,橋椿,本年累計營收較去年累計營收增加，主係客戶需求增加所致。,17.42,865121,47.6,688238,1015858,52.32,3550874,5408974,110/07,TSE
2348,海悅,本年度增減百分比達50％以上，係因個案銷售狀況良好,-7.12,339116,-12.46,359808,314953,65.22,1598540,2641222,110/07,TSE
2358,廷鑫,本月銷售量較去年同月增加，致營業收入增加。,-19.07,279628,92.05,117824,226282,44.52,820309,1185538,110/07,TSE
2443,昶虹,因公司業務整理中，營業收入因而產生差異。,-5.29,5137,-94.85,94623,4865,-43.82,330884,185882,110/07,TSE
2496,卓越,"去年本月營收扣除已出售部門為新台幣57,489仟元，減少5.77%；去年累計營收扣除已出售部門為新台幣369,436仟元，減少1.74%。",21.78,44480,-17.77,65879,54171,-23.84,476683,363021,110/07,TSE
2514,龍邦,-,-48.83,1382251,-19.83,882264,707223,14.24,5321589,6079450,110/07,TSE
2614,東森,-,4.57,434794,17.2,387948,454699,21.22,2508964,3041475,110/07,TSE
2904,匯僑,-,-1.69,35829,-27.14,48345,35223,-6.47,311324,291167,110/07,TSE
3040,遠見,-,-16.41,16264,5.34,12905,13595,22.39,81815,100136,110/07,TSE
3557,嘉威,-,35.9,268289,23.34,295613,364614,9.11,2618560,2857249,110/07,TSE
4536,拓凱,-,13.81,579124,-6.3,703486,659131,15.55,3887217,4491708,110/07,TSE
5306,桂盟,-,-9.43,726894,14.69,573956,658316,45.37,3071581,4465380,110/07,TSE
6165,浪凡,本公司100%持有旭瑞文化傳媒股份有限公司，合併基準日為109/08/17，合併後營收大幅提高。,2.03,240442,480950.98,51,245336,161404.67,898,1450312,110/07,TSE
6184,大豐電,-,-0.22,164004,-0.21,163982,163633,-0.72,1157024,1148639,110/07,TSE
6464,台數科,-,-1.85,362783,0.71,353508,356049,-2.12,2553923,2499669,110/07,TSE
6504,南六,109年防疫產品熱銷，目前平穩,-19.53,553125,-50.57,900437,445059,-20.38,5033719,4007476,110/07,TSE
6581,鋼聯,-,-2.71,140652,-10.58,153032,136828,13.93,804951,917099,110/07,TSE
6585,鼎基,-,12.57,210444,45.11,163255,236907,47.68,1024017,1512367,110/07,TSE
6592,和潤企業,-,7.16,1331922,13.61,1256282,1427310,19.28,8203994,9786527,110/07,TSE
6625,必應,主要係因本期參與製作之演製活動等較去年同期減少所致,171.75,2124,-93.75,92385,5772,17.33,262216,307668,110/07,TSE
6655,科定,-,5.64,185737,-0.33,196881,196217,16.17,1025333,1191158,110/07,TSE
6670,復盛應用,1.客戶訂單因應市場需求有顯著增加。2.併購民盛公司增加冰上曲棍球鞋、摩托車車靴等產品營收。,5.56,2030373,148.37,862931,2143308,98.69,7032004,13972098,110/07,TSE
6754,匯僑設計,-,-10.94,407334,24.91,290393,362733,19.39,1829395,2184177,110/07,TSE
6806,森崴能源,本月及本年累計營收較去年本月及去年累計增加，主要係因本月承接工程案件依進度認列收入所致,12.62,221624,1851.77,12788,249593,1346.65,87752,1269468,110/07,TSE
8033,雷虎,-,-13.56,92600,14.75,69749,80039,36.52,500436,683205,110/07,TSE
8341,日友,-,-13.69,287284,-11.0,278591,247931,14.61,1629727,1867974,110/07,TSE
8422,可寧衛,-,32.42,167734,-11.39,250677,222122,5.37,1549854,1633082,110/07,TSE
8438,昶昕,本月營業收入增加，主係國際銅價上漲及產銷量增加,4.87,358904,62.73,231289,376397,48.84,1585732,2360335,110/07,TSE
8463,潤泰材,-,-1.55,267894,-3.32,272811,263738,24.86,1678022,2095272,110/07,TSE
8464,億豐,-,-0.88,2418301,3.88,2307272,2396907,28.07,12966845,16606923,110/07,TSE
8473,山林水,-,1.6,264078,-17.29,324408,268317,-10.43,2583593,2313997,110/07,TSE
8478,東哥遊艇,主係認列遊艇銷貨收入增加所致,-75.52,1016238,32.41,187855,248745,17.17,2238312,2622634,110/07,TSE
8481,政伸,-,7.05,127793,3.74,131871,136814,35.3,671967,909231,110/07,TSE
9902,台火,本月營收較去年同期增加主要係因本月有銷售投標車輛之營收所致,-39.36,21264,449.38,2347,12894,14.3,192524,220062,110/07,TSE
9904,寶成,-,-22.05,21971533,-11.78,19413708,17125661,7.48,142272383,152918418,110/07,TSE
9905,大華,-,10.9,824913,11.55,820067,914833,19.35,4342201,5182663,110/07,TSE
9907,統一實,-,5.86,3689667,34.67,2900309,3905986,34.16,16866484,22628744,110/07,TSE
9910,豐泰,合併營收為本公司自結數,-14.77,6889298,13.37,5178650,5871064,14.54,39204608,44905732,110/07,TSE
9911,櫻花,-,7.5,523171,19.02,472526,562427,20.68,3461690,4177810,110/07,TSE
9914,美利達,-,22.11,2511684,21.0,2534580,3067038,19.26,15397634,18364248,110/07,TSE
9917,中保科,-,0.28,1118469,0.68,1114062,1121679,3.42,7844827,8113607,110/07,TSE
9919,康那香,-,-7.53,308440,-39.64,472512,285197,-20.48,2959481,2353273,110/07,TSE
9921,巨大,-,-4.72,7281091,3.02,6733336,6936813,23.1,39742946,48926362,110/07,TSE
9924,福興,-,15.64,814502,13.65,828798,941940,18.3,4832018,5716297,110/07,TSE
9925,新保,-,4.09,589600,-0.34,615894,613750,3.72,4169441,4324780,110/07,TSE
9927,泰銘,-,-8.97,869004,5.78,747743,791022,8.74,4823020,5244775,110/07,TSE
9928,中視,-,14.17,54753,-10.85,70128,62515,0.07,430975,431317,110/07,TSE
9929,秋雨,-,-3.32,45373,-12.44,50099,43866,-26.31,449720,331396,110/07,TSE
9930,中聯資源,-,3.43,867290,7.46,834788,897124,7.18,5770068,6184807,110/07,TSE
9933,中鼎,-,-13.72,6119927,7.79,4898128,5280140,21.33,29603988,35919390,110/07,TSE
9934,成霖,-,5.96,1565595,3.84,1597663,1659018,31.0,8781091,11503236,110/07,TSE
9935,慶豐富,-,12.06,445454,-29.76,710778,499187,-3.4,3029486,2926266,110/07,TSE
9938,百和,-,-1.19,1328818,26.3,1039446,1312886,38.96,8632778,11996939,110/07,TSE
9939,宏全,-,2.12,2038488,4.26,1996576,2081826,11.98,11729079,13134749,110/07,TSE
9940,信義,-,0.31,1426807,19.75,1195216,1431355,40.85,6499074,9154012,110/07,TSE
9941,裕融,-,3.77,2590147,6.15,2532100,2687872,5.38,17306004,18238262,110/07,TSE
9942,茂順,-,0.33,325308,28.63,253754,326411,38.25,1574325,2176656,110/07,TSE
9944,新麗,-,-14.26,241365,-6.07,220327,206937,17.63,1419710,1670107,110/07,TSE
9945,潤泰新,主係建案交屋認列及子公司潤弘業務正於大量施工階段，以致本月營收及本年累計營收均較去年同期增加。,51.71,1928395,101.38,1452792,2925757,58.68,9161054,14537315,110/07,TSE
9955,佳龍,-,-1.37,90597,-45.29,163326,89353,-0.97,893628,884934,110/07,TSE
1256,鮮活果汁-KY,109年受新冠疫情影響，出貨較少,16.96,499954,48.56,393593,584754,73.57,1668548,2896232,110/07,TSE
1337,再生-KY,-,-6.72,105134,19.91,81781,98066,45.61,472259,687686,110/07,TSE
1340,勝悅-KY,-,-3.31,56676,-10.7,61364,54795,5.67,320945,339162,110/07,TSE
1341,富林-KY,-,-10.75,226918,-14.11,235779,202509,16.96,1421527,1662688,110/07,TSE
4439,冠星-KY,-,13.88,605513,20.87,570495,689564,31.01,3059369,4008120,110/07,TSE
1589,永冠-KY,-,-2.91,779538,-5.68,802373,756793,26.27,4068236,5137253,110/07,TSE
1590,亞德客-KY,本月營業收入換算匯率為4.3199967;本年累計營業收入換算匯率為4.3467616。,-5.16,2376162,28.42,1754776,2253509,48.54,10247539,15222433,110/07,TSE
4552,力達-KY,-,4.69,407460,4.16,409514,426588,20.48,2011880,2424048,110/07,TSE
4560,強信-KY,主係因訂單回流，產品銷售增加所致,1.89,152747,59.91,97326,155641,46.41,628569,920328,110/07,TSE
4571,鈞興-KY,客戶訂單增加,28.24,232788,60.91,185527,298536,71.56,972368,1668263,110/07,TSE
5288,豐祥-KY,-,-1.38,517028,14.78,444185,509854,32.14,2489974,3290336,110/07,TSE
1626,艾美特-KY,-,-46.69,1346111,2.53,699808,717532,14.06,6250475,7129482,110/07,TSE
4763,材料-KY,-,-9.37,231760,3.64,202662,210040,19.32,1270692,1516209,110/07,TSE
4137,麗豐-KY,-,-10.73,412375,27.63,288417,368121,47.3,1860991,2741403,110/07,TSE
4148,全宇生技-KY,-,-1.19,204754,10.17,183638,202315,48.31,792642,1175590,110/07,TSE
4190,佐登-KY,-,-28.62,216093,-31.82,226254,154245,11.62,1397723,1560265,110/07,TSE
6431,光麗-KY,本月營收，因對轉投資ACIM持有股權達51%，故將ACIM之7月營收合併納入，故造成整體營收大幅上升,-39.55,59510,211.69,11541,35973,42.99,88844,127045,110/07,TSE
6541,泰福-KY,本公司各類產品尚在研發階段，故目前無收入,,0,-100.0,300,0,-100.0,300,0,110/07,TSE
6550,北極星藥業-KY,美國子公司產生代工收入減少,-49.86,1117,-83.87,3473,560,132.01,3473,8058,110/07,TSE
6598,ABC-KY,"營收截至2021年7月止較去年同期上升主係因SARS-Cov-2, GPP, RPP 檢測試劑以及Biocode 2500分析儀之銷售增加所致",-44.84,35570,-26.05,26529,19617,90.59,89815,171187,110/07,TSE
6666,羅麗芬-KY,累計營收較去年同期增加超過50%，係新冠病毒疫情獲得控制，業績回溫,-39.5,116815,8.96,64861,70673,56.08,343863,536719,110/07,TSE
5538,東明-KY,-,8.49,1072800,43.58,810642,1163956,43.62,4776188,6859626,110/07,TSE
1338,廣華-KY,-,2.37,570469,0.88,578873,583999,33.76,2938620,3930716,110/07,TSE
